# - Domain ------- Functions --
 0.000000000	 0.500000000
 0.200000000	 0.443460219
 0.897394254	 0.291829900
 1.608372659	 0.190486863
 1.656393795	 0.185080876
 1.702030797	 0.180143558
 1.747663378	 0.175926355
 1.790540170	 0.175610368
 1.834824961	 0.191864325
 1.870696923	 0.240927860
 1.910168173	 0.371406089
 1.945767040	 0.585640446
 1.989190962	 0.956574901
 2.033913703	 1.361010946
 2.077882689	 1.651880922
 2.128610485	 1.798819774
 2.181542839	 1.807929041
 2.247482347	 1.751088040
 2.320914536	 1.676475331
 2.415663230	 1.583844582
 2.606052475	 1.412867959
 3.332031507	 0.913961964
 4.043350295	 0.596451055
 4.754495721	 0.389284107
 5.465639082	 0.254073327
 6.176782419	 0.165825564
 6.887925755	 0.108229061
 7.599069091	 0.070637659
 8.310212427	 0.046102949
 9.021355763	 0.030089926
 9.732499099	 0.019638735
