# - Domain ------- Functions -- 
 0.000000000	 0.500000000
 0.050000000	 0.485222767
 0.100000000	 0.470882267
 0.150000000	 0.456965593
 0.200000000	 0.443460219
 0.250000000	 0.430353989
 0.300000000	 0.417635106
 0.350000000	 0.405292123
 0.400000000	 0.393313931
 0.450000000	 0.381689748
 0.500000000	 0.370409111
 0.550000000	 0.359461867
 0.600000000	 0.348838164
 0.650000000	 0.338528438
 0.700000000	 0.328523411
 0.750000000	 0.318814076
 0.800000000	 0.309391697
 0.850000000	 0.300247790
 0.900000000	 0.291374127
 0.950000000	 0.282762720
 1.000000000	 0.274405819
 1.050000000	 0.266295901
 1.100000000	 0.258425668
 1.150000000	 0.250788035
 1.200000000	 0.243376129
 1.250000000	 0.236183277
 1.300000000	 0.229203007
 1.350000000	 0.222429034
 1.400000000	 0.215855263
 1.450000000	 0.209475775
 1.500000000	 0.203284831
 1.550000000	 0.197276858
 1.600000000	 0.191446534
 1.650000000	 0.185791194
 1.700000000	 0.180356368
 1.750000000	 0.175765899
 1.800000000	 0.176899780
 1.850000000	 0.206841331
 1.900000000	 0.327862245
 1.950000000	 0.617360575
 2.000000000	 1.057760585
 2.050000000	 1.484644723
 2.100000000	 1.738983458
 2.150000000	 1.814041242
 2.200000000	 1.795338525
 2.250000000	 1.748548538
 2.300000000	 1.697603184
 2.350000000	 1.647486933
 2.400000000	 1.598799067
 2.450000000	 1.551547501
 2.500000000	 1.505692344
 2.550000000	 1.461192411
 2.600000000	 1.418007649
 2.650000000	 1.376099189
 2.700000000	 1.335429312
 2.750000000	 1.295961412
 2.800000000	 1.257659964
 2.850000000	 1.220490495
 2.900000000	 1.184419549
 2.950000000	 1.149414662
 3.000000000	 1.115444325
 3.050000000	 1.082477963
 3.100000000	 1.050485905
 3.150000000	 1.019439354
 3.200000000	 0.989310368
 3.250000000	 0.960071828
 3.300000000	 0.931697418
 3.350000000	 0.904161598
 3.400000000	 0.877439584
 3.450000000	 0.851507326
 3.500000000	 0.826341481
 3.550000000	 0.801919400
 3.600000000	 0.778219100
 3.650000000	 0.755219250
 3.700000000	 0.732899148
 3.750000000	 0.711238705
 3.800000000	 0.690218424
 3.850000000	 0.669819387
 3.900000000	 0.650023233
 3.950000000	 0.630812143
 4.000000000	 0.612168827
 4.050000000	 0.594076504
 4.100000000	 0.576518890
 4.150000000	 0.559480182
 4.200000000	 0.542945043
 4.250000000	 0.526898592
 4.300000000	 0.511326386
 4.350000000	 0.496214407
 4.400000000	 0.481549055
 4.450000000	 0.467317130
 4.500000000	 0.453505822
 4.550000000	 0.440102699
 4.600000000	 0.427095699
 4.650000000	 0.414473113
 4.700000000	 0.402223582
 4.750000000	 0.390336078
 4.800000000	 0.378799904
 4.850000000	 0.367604675
 4.900000000	 0.356740315
 4.950000000	 0.346197045
 5.000000000	 0.335965376
 5.050000000	 0.326036099
 5.100000000	 0.316400276
 5.150000000	 0.307049235
 5.200000000	 0.297974558
 5.250000000	 0.289168079
 5.300000000	 0.280621871
 5.350000000	 0.272328241
 5.400000000	 0.264279726
 5.450000000	 0.256469079
 5.500000000	 0.248889273
 5.550000000	 0.241533483
 5.600000000	 0.234395090
 5.650000000	 0.227467668
 5.700000000	 0.220744983
 5.750000000	 0.214220982
 5.800000000	 0.207889796
 5.850000000	 0.201745724
 5.900000000	 0.195783236
 5.950000000	 0.189996967
 6.000000000	 0.184381708
 6.050000000	 0.178932405
 6.100000000	 0.173644154
 6.150000000	 0.168512193
 6.200000000	 0.163531905
 6.250000000	 0.158698807
 6.300000000	 0.154008549
 6.350000000	 0.149456908
 6.400000000	 0.145039789
 6.450000000	 0.140753215
 6.500000000	 0.136593329
 6.550000000	 0.132556386
 6.600000000	 0.128638753
 6.650000000	 0.124836903
 6.700000000	 0.121147415
 6.750000000	 0.117566968
 6.800000000	 0.114092339
 6.850000000	 0.110720401
 6.900000000	 0.107448119
 6.950000000	 0.104272547
 7.000000000	 0.101190827
 7.050000000	 0.098200186
 7.100000000	 0.095297932
 7.150000000	 0.092481453
 7.200000000	 0.089748213
 7.250000000	 0.087095752
 7.300000000	 0.084521684
 7.350000000	 0.082023691
 7.400000000	 0.079599524
 7.450000000	 0.077247003
 7.500000000	 0.074964009
 7.550000000	 0.072748487
 7.600000000	 0.070598445
 7.650000000	 0.068511945
 7.700000000	 0.066487111
 7.750000000	 0.064522120
 7.800000000	 0.062615203
 7.850000000	 0.060764645
 7.900000000	 0.058968778
 7.950000000	 0.057225987
 8.000000000	 0.055534704
 8.050000000	 0.053893405
 8.100000000	 0.052300614
 8.150000000	 0.050754898
 8.200000000	 0.049254864
 8.250000000	 0.047799162
 8.300000000	 0.046386484
 8.350000000	 0.045015556
 8.400000000	 0.043685145
 8.450000000	 0.042394054
 8.500000000	 0.041141120
 8.550000000	 0.039925217
 8.600000000	 0.038745248
 8.650000000	 0.037600153
 8.700000000	 0.036488901
